GAME_ID,ABS_TIME,gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,ABS_TIME
,,0021400890,316,PT04M37.00S,3,1610612747,LAL,203135,Sacre,R. Sacre,-133,135,19,Missed,1,,,0,v,MISS Sacre 19' Jump Shot,Missed Shot,Jump Shot,1,0,291,1883.0
,,0021400890,325,PT04M01.00S,3,1610612747,LAL,203527,Kelly,R. Kelly,72,246,26,Missed,1,,,0,v,MISS Kelly 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,0,298,1919.0
,,0021400890,340,PT03M28.00S,3,1610612747,LAL,202391,Lin,J. Lin,48,157,16,Made,1,68,63,131,v,Lin 16' Jump Shot (7 PTS),Made Shot,Jump Shot,1,0,310,1952.0
,,0021400890,341,PT03M05.00S,3,1610612766,CHA,2744,Jefferson,A. Jefferson,0,1,0,Made,1,70,63,133,h,Jefferson Dunk (15 PTS) (Mo. Williams 9 AST),Made Shot,Dunk Shot,1,0,311,1975.0
,,0021400890,342,PT02M46.00S,3,1610612747,LAL,201941,Hill,J. Hill,147,107,18,Missed,1,,,0,v,MISS Hill 18' Jump Shot,Missed Shot,Jump Shot,1,0,312,1994.0
,,0021400890,350,PT02M05.00S,3,1610612766,CHA,2590,Williams,M. Williams,-23,268,27,Missed,1,,,0,h,MISS Mo. Williams 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,0,318,2035.0
,,0021400890,352,PT01M53.00S,3,1610612747,LAL,202391,Lin,J. Lin,-15,78,8,Missed,1,,,0,v,MISS Lin 8' Jump Shot,Missed Shot,Jump Shot,1,0,320,2047.0
,,0021400890,354,PT01M37.00S,3,1610612766,CHA,2744,Jefferson,A. Jefferson,-76,34,8,Missed,1,,,0,h,MISS Jefferson 8' Jump Shot,Missed Shot,Jump Shot,1,0,322,2063.0
,,0021400890,356,PT01M28.00S,3,1610612747,LAL,203903,Clarkson,J. Clarkson,100,88,13,Made,1,70,67,137,v,Clarkson 13' Jump Shot (15 PTS),Made Shot,Jump Shot,1,0,324,2072.0
,,0021400890,357,PT01M10.00S,3,1610612766,CHA,203077,Kidd-Gilchrist,M. Kidd-Gilchrist,-146,22,15,Made,1,72,67,139,h,Kidd-Gilchrist 15' Jump Shot (10 PTS) (Mo. Williams 10 AST),Made Shot,Jump Shot,1,0,325,2090.0
,,0021400890,358,PT00M49.90S,3,1610612747,LAL,203527,Kelly,R. Kelly,-10,15,2,Missed,1,,,0,v,MISS Kelly 2' Layup,Missed Shot,Layup Shot,1,0,326,2110.1
,,0021400890,360,PT00M41.90S,3,1610612747,LAL,203527,Kelly,R. Kelly,236,14,24,Missed,1,,,0,v,MISS Kelly 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,0,329,2118.1
,,0021400890,362,PT00M31.10S,3,1610612766,CHA,2744,Jefferson,A. Jefferson,-146,25,15,Made,1,74,67,141,h,Jefferson 15' Jump Shot (17 PTS),Made Shot,Jump Shot,1,0,331,2128.9
,,0021400890,363,PT00M11.20S,3,1610612747,LAL,202391,Lin,J. Lin,201,159,26,Made,1,74,70,144,v,Lin 26' 3PT Jump Shot (10 PTS) (Clarkson 4 AST),Made Shot,Jump Shot,1,0,332,2148.8
,,0021400890,369,PT11M46.00S,4,1610612747,LAL,201941,Hill,J. Hill,-41,127,13,Made,1,74,72,146,v,Hill 13' Jump Shot (2 PTS) (Lin 7 AST),Made Shot,Jump Shot,1,0,337,2174.0
,,0021400890,370,PT11M29.00S,4,1610612766,CHA,203148,Roberts,B. Roberts,100,112,15,Made,1,76,72,148,h,Roberts 15' Pullup Jump Shot (2 PTS),Made Shot,Pullup Jump shot,1,0,338,2191.0
,,0021400890,371,PT11M06.00S,4,1610612747,LAL,201941,Hill,J. Hill,-2,25,3,Made,1,76,74,150,v,Hill 3' Layup (4 PTS),Made Shot,Layup Shot,1,0,339,2214.0
,,0021400890,373,PT10M41.00S,4,1610612747,LAL,202334,Davis,E. Davis,-117,28,12,Missed,1,,,0,v,MISS Davis 12' Jump Shot,Missed Shot,Jump Shot,1,0,342,2239.0
,,0021400890,376,PT10M36.00S,4,1610612747,LAL,202391,Lin,J. Lin,13,1,1,Made,1,76,76,152,v,Lin 1' Driving Layup (12 PTS) (Johnson 1 AST),Made Shot,Driving Layup Shot,1,0,345,2244.0
,,0021400890,377,PT10M18.00S,4,1610612766,CHA,203106,Taylor,J. Taylor,0,1,0,Made,1,78,76,154,h,Taylor Driving Dunk (2 PTS) (Ma. Williams 1 AST),Made Shot,Driving Dunk Shot,1,0,346,2262.0
,,0021400890,390,PT09M51.00S,4,1610612747,LAL,201941,Hill,J. Hill,-65,173,18,Made,1,80,78,158,v,Hill 18' Jump Shot (6 PTS) (Davis 2 AST),Made Shot,Jump Shot,1,0,357,2289.0
,,0021400890,392,PT09M19.00S,4,1610612747,LAL,202391,Lin,J. Lin,15,4,2,Made,1,80,80,160,v,Lin 2' Driving Layup (14 PTS),Made Shot,Driving Layup Shot,1,0,359,2321.0
,,0021400890,393,PT08M52.00S,4,1610612766,CHA,203148,Roberts,B. Roberts,-10,17,2,Made,1,82,80,162,h,Roberts 2' Driving Finger Roll Layup (4 PTS) (Ma. Williams 2 AST),Made Shot,Driving Finger Roll Layup Shot,1,0,360,2348.0
,,0021400890,395,PT08M23.00S,4,1610612766,CHA,202687,Biyombo,B. Biyombo,23,72,8,Missed,1,,,0,h,MISS Biyombo 8' Hook Shot,Missed Shot,Hook Shot,1,0,363,2377.0
,,0021400890,402,PT08M12.00S,4,1610612747,LAL,201961,Ellington,W. Ellington,-8,26,3,Missed,1,,,0,v,MISS Ellington 3' Driving Layup,Missed Shot,Driving Layup Shot,1,0,368,2388.0
,,0021400890,404,PT07M53.00S,4,1610612766,CHA,2590,Williams,M. Williams,86,241,26,Missed,1,,,0,h,MISS Mo. Williams 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,0,370,2407.0
,,0021400890,407,PT07M10.00S,4,1610612766,CHA,2744,Jefferson,A. Jefferson,-138,56,15,Made,1,84,80,164,h,Jefferson 15' Turnaround Jump Shot (19 PTS) (Mo. Williams 11 AST),Made Shot,Turnaround Jump Shot,1,0,374,2450.0
,,0021400890,408,PT06M47.00S,4,1610612747,LAL,202325,Johnson,W. Johnson,-160,137,21,Made,1,84,82,166,v,Johnson 21' Jump Shot (8 PTS) (Hill 1 AST),Made Shot,Jump Shot,1,0,375,2473.0
,,0021400890,409,PT06M25.00S,4,1610612766,CHA,2744,Jefferson,A. Jefferson,-15,14,2,Missed,1,,,0,h,MISS Jefferson 2' Layup,Missed Shot,Layup Shot,1,0,376,2495.0
,,0021400890,411,PT06M19.00S,4,1610612747,LAL,202325,Johnson,W. Johnson,0,1,0,Made,1,84,84,168,v,Johnson Dunk (10 PTS) (Lin 8 AST),Made Shot,Dunk Shot,1,0,379,2501.0
,,0021400890,421,PT05M54.00S,4,1610612747,LAL,202391,Lin,J. Lin,-138,225,26,Missed,1,,,0,v,MISS Lin 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,0,385,2526.0
,,0021400890,423,PT05M42.00S,4,1610612766,CHA,2590,Williams,M. Williams,-179,176,25,Missed,1,,,0,h,MISS Mo. Williams 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,0,387,2538.0
,,0021400890,425,PT05M36.00S,4,1610612766,CHA,101107,Williams,M. Williams,-134,213,25,Missed,1,,,0,h,MISS Ma. Williams 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,0,389,2544.0
,,0021400890,427,PT05M14.00S,4,1610612747,LAL,201941,Hill,J. Hill,143,93,17,Missed,1,,,0,v,MISS Hill 17' Jump Shot,Missed Shot,Jump Shot,1,0,391,2566.0
,,0021400890,429,PT04M59.00S,4,1610612747,LAL,202391,Lin,J. Lin,9,4,1,Made,1,86,86,172,v,Lin 1' Driving Layup (16 PTS),Made Shot,Driving Layup Shot,1,0,393,2581.0
,,0021400890,430,PT04M44.00S,4,1610612766,CHA,201945,Henderson,G. Henderson,230,7,0,Made,1,89,86,175,h,Henderson 3PT Jump Shot (18 PTS) (Mo. Williams 12 AST),Made Shot,Jump Shot,1,0,394,2596.0
,,0021400890,431,PT04M23.00S,4,1610612747,LAL,201941,Hill,J. Hill,125,119,17,Made,1,89,88,177,v,Hill 17' Jump Shot (8 PTS) (Johnson 2 AST),Made Shot,Jump Shot,1,0,395,2617.0
,,0021400890,432,PT04M06.00S,4,1610612766,CHA,2744,Jefferson,A. Jefferson,-10,9,1,Made,1,91,88,179,h,Jefferson 1' Layup (21 PTS) (Mo. Williams 13 AST),Made Shot,Layup Shot,1,0,396,2634.0
,,0021400890,440,PT03M29.00S,4,1610612766,CHA,203077,Kidd-Gilchrist,M. Kidd-Gilchrist,0,1,0,Made,1,93,90,183,h,Kidd-Gilchrist Dunk (12 PTS) (Ma. Williams 3 AST),Made Shot,Dunk Shot,1,0,402,2671.0
,,0021400890,441,PT03M10.00S,4,1610612747,LAL,202391,Lin,J. Lin,1,170,17,Missed,1,,,0,v,MISS Lin 17' Jump Shot,Missed Shot,Jump Shot,1,0,403,2690.0
,,0021400890,443,PT02M54.00S,4,1610612766,CHA,201945,Henderson,G. Henderson,171,37,17,Made,1,95,90,185,h,Henderson 17' Jump Shot (20 PTS) (Ma. Williams 4 AST),Made Shot,Jump Shot,1,0,405,2706.0
,,0021400890,449,PT02M37.00S,4,1610612747,LAL,203903,Clarkson,J. Clarkson,-29,263,26,Missed,1,,,0,v,MISS Clarkson 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,0,408,2723.0
,,0021400890,451,PT02M16.00S,4,1610612766,CHA,2744,Jefferson,A. Jefferson,-76,74,11,Missed,1,,,0,h,MISS Jefferson 11' Jump Shot,Missed Shot,Jump Shot,1,0,410,2744.0
,,0021400890,453,PT02M05.00S,4,1610612747,LAL,203903,Clarkson,J. Clarkson,2,25,3,Made,1,95,92,187,v,Clarkson 3' Driving Layup (17 PTS),Made Shot,Driving Layup Shot,1,0,412,2755.0
,,0021400890,454,PT01M46.00S,4,1610612766,CHA,2744,Jefferson,A. Jefferson,0,44,4,Missed,1,,,0,h,MISS Jefferson 4' Jump Shot,Missed Shot,Jump Shot,0,0,413,2774.0
,,0021400890,467,PT01M19.00S,4,1610612747,LAL,203903,Clarkson,J. Clarkson,56,247,25,Missed,1,,,0,v,MISS Clarkson 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,0,423,2801.0
,,0021400890,468,PT01M00.00S,4,1610612766,CHA,2590,Williams,M. Williams,-68,247,26,Made,1,98,92,190,h,Mo. Williams 26' 3PT Jump Shot (15 PTS) (Jefferson 1 AST),Made Shot,Jump Shot,1,0,425,2820.0
,,0021400890,469,PT00M54.60S,4,1610612747,LAL,202391,Lin,J. Lin,-146,71,16,Made,1,98,94,192,v,Lin 16' Jump Shot (18 PTS),Made Shot,Jump Shot,1,0,426,2825.4
,,0021400890,476,PT00M31.90S,4,1610612766,CHA,201945,Henderson,G. Henderson,-142,97,17,Missed,1,,,0,h,MISS Henderson 17' Jump Shot,Missed Shot,Jump Shot,1,0,428,2848.1
,,0021400890,478,PT00M22.80S,4,1610612747,LAL,201941,Hill,J. Hill,56,183,19,Missed,1,,,0,v,MISS Hill 19' Jump Shot,Missed Shot,Jump Shot,1,0,430,2857.2
,,0021400890,510,PT00M09.00S,4,1610612747,LAL,203903,Clarkson,J. Clarkson,-2,11,1,Made,1,101,98,199,v,Clarkson 1' Driving Layup (19 PTS) (Hill 2 AST),Made Shot,Driving Layup Shot,1,0,451,2871.0
,,0021400890,525,PT00M04.80S,4,1610612747,LAL,201941,Hill,J. Hill,7,6,1,Made,1,103,100,203,v,Hill 1' Layup (10 PTS) (Johnson 3 AST),Made Shot,Layup Shot,1,0,460,2875.2
,,0021400890,531,PT00M00.00S,4,1610612747,LAL,202391,Lin,J. Lin,-112,238,26,Made,1,104,103,207,v,Lin 26' 3PT Jump Shot (23 PTS),Made Shot,Jump Shot,1,0,465,2880.0
